passenger_id	Inflight wifi service	Departure/Arrival time convenient	Ease of Online booking	Gate location	Food and drink	Online boarding	Seat comfort	Inflight entertainment	On-board service	Leg room service	Baggage handling	Checkin service	Inflight service	Cleanliness
81703	1	4	2	3	3	2	3	3	4	2	5	4	5	3
2891	3	4	3	2	3	3	1	3	5	5	4	5	4	3
13755	1	2	1	4	1	3	3	1	1	4	4	3	1	3
49681	4	1	1	1	4	4	4	4	2	3	3	4	1	4
80371	5	5	5	5	3	4	4	4	4	3	4	5	4	5
106010	2	3	1	1	2	1	2	2	2	1	5	3	1	2
95559	2	3	2	3	1	3	3	2	2	2	5	2	2	1
99039	2	5	2	2	4	2	5	4	5	4	2	1	2	4
102381	2	4	2	3	1	2	1	1	2	1	4	3	4	1
63733	3	3	4	3	2	5	3	3	3	4	3	5	3	1
79185	1	2	1	4	1	4	4	2	2	3	3	4	2	4
18813	3	3	3	3	4	3	3	3	3	3	3	1	3	4
63761	2	5	2	5	4	2	5	4	5	3	4	5	5	4
23427	2	2	2	3	5	2	2	5	4	3	5	2	2	5
126526	2	5	5	5	5	4	4	2	2	3	2	1	2	4
123913	4	5	4	4	2	1	3	4	4	4	4	1	4	2
61469	4	5	4	4	5	4	4	5	5	5	5	3	5	5
76969	1	5	1	3	2	1	1	2	5	3	3	1	4	2
21903	3	4	3	4	4	3	4	4	3	4	2	3	3	4
35656	5	5	5	5	5	5	5	2	4	5	4	5	1	5
61267	3	4	4	4	4	4	1	4	4	5	4	4	5	4
126470	4	4	4	2	3	4	3	3	1	3	1	3	2	3
47982	4	4	4	3	2	4	1	2	1	3	1	4	3	2
27629	4	5	5	5	4	4	4	4	3	1	5	1	3	4
61385	3	4	1	4	3	3	3	3	4	1	4	1	4	3
92981	4	4	4	4	4	4	4	4	5	3	5	3	4	4
13617	2	2	2	2	3	5	4	4	4	4	4	5	4	5
61144	5	5	1	5	2	5	5	5	5	5	5	5	5	4
72415	3	3	3	3	4	3	2	4	1	4	4	1	3	4
30781	5	2	2	2	5	5	5	5	5	5	5	3	1	5
43707	3	5	5	5	2	4	3	3	3	3	3	2	3	1
97864	2	3	3	3	2	3	2	2	5	3	5	5	4	2
65634	2	5	2	2	5	2	5	5	5	3	5	3	5	5
24178	3	3	3	3	5	3	3	4	4	4	4	2	4	5
17084	2	2	2	2	1	4	5	5	5	5	5	4	5	2
91295	5	5	5	5	2	5	4	4	4	4	4	5	4	3
104496	5	1	5	3	3	5	3	3	4	3	3	1	3	3
23336	4	4	4	1	1	4	1	1	3	3	4	4	4	1
98356	5	5	5	5	3	4	3	3	5	4	5	3	4	3
29184	3	4	4	3	2	4	2	2	4	5	4	4	5	2
32414	2	1	1	1	2	2	2	2	1	2	4	4	4	2
41631	1	3	1	3	2	1	2	2	1	3	4	4	3	2
94995	1	5	0	2	4	0	4	4	4	2	5	5	5	4
26021	4	3	5	4	3	5	3	3	5	3	4	5	4	3
48233	3	4	3	1	3	3	3	3	5	4	5	3	4	3
86392	2	1	1	1	3	1	3	3	4	4	4	3	4	3
104420	1	1	1	4	4	1	3	4	2	4	4	3	4	4
64670	3	3	3	3	5	4	5	4	4	4	4	5	4	4
103584	3	5	5	5	2	3	3	3	3	3	3	4	3	4
40861	1	5	1	2	2	1	2	2	2	1	3	2	1	2
83462	3	3	3	3	2	5	4	3	3	3	3	5	3	3
22236	2	2	2	2	3	4	4	4	4	4	4	4	4	4
25481	3	3	3	3	5	4	2	5	5	5	5	2	5	2
75513	5	5	5	5	3	5	4	5	5	5	5	4	5	3
41287	4	2	4	2	3	4	4	4	4	4	4	3	4	2
89447	4	5	4	3	3	3	5	2	2	4	2	2	2	2
88813	3	2	3	3	1	3	1	1	3	4	4	2	3	1
92756	4	4	4	4	5	5	5	4	4	4	4	3	4	5
25589	4	0	4	3	5	4	5	5	3	4	2	1	1	5
39129	3	3	3	3	4	4	3	3	3	3	3	4	3	1
20433	4	3	3	3	4	4	4	4	2	3	3	4	1	4
43613	5	5	5	5	4	5	1	5	5	5	5	1	5	1
116465	3	4	5	3	3	5	2	3	5	1	3	2	3	3
68315	4	5	5	2	3	5	3	3	4	4	5	3	4	3
53474	2	4	5	4	2	2	2	2	1	5	3	2	3	2
88540	3	5	3	1	1	3	1	1	5	2	2	3	3	1
46366	3	4	2	4	1	3	2	3	3	3	3	4	3	1
53313	2	5	2	1	4	2	4	4	3	2	4	3	3	4
78398	5	5	5	3	3	5	3	3	5	5	5	3	5	3
47779	3	3	3	3	1	4	2	4	4	4	4	1	4	5
1557	2	3	2	3	5	2	3	5	1	5	5	4	1	5
90629	4	3	5	2	5	5	5	5	3	3	5	5	5	5
24697	5	0	0	2	4	0	4	4	1	1	2	1	3	4
29257	4	4	4	4	5	5	2	5	5	5	5	3	5	5
21629	4	5	4	4	3	5	5	4	4	4	4	4	4	3
97582	1	5	3	3	5	3	5	5	4	3	4	3	4	5
17308	3	0	3	5	5	3	5	5	1	3	4	4	2	5
10595	3	5	5	5	4	4	3	3	3	4	3	4	3	3
43155	5	4	5	5	3	3	1	5	5	5	5	2	5	2
71966	2	2	2	2	5	5	4	5	5	5	5	5	5	5
24484	2	3	2	3	1	2	1	1	3	5	3	4	3	1
3476	4	3	3	4	2	3	1	2	4	2	4	4	5	2
8789	4	4	4	4	4	4	4	4	5	3	5	4	5	4
60885	4	3	3	3	4	4	4	4	2	1	3	2	4	4
77699	5	5	5	5	4	5	4	4	4	4	4	3	4	5
32244	4	4	4	2	2	4	2	2	4	4	5	2	5	2
43426	2	1	5	1	2	2	2	2	3	3	4	1	3	2
49242	5	1	1	1	5	5	5	5	2	1	5	3	5	5
108921	4	4	4	3	4	4	4	4	3	4	4	5	5	4
108104	2	2	2	2	4	5	4	5	5	5	5	3	5	3
4677	3	2	2	2	3	2	3	3	2	1	4	3	4	3
79785	3	3	1	3	5	5	5	4	4	4	4	3	4	4
83211	3	3	3	3	3	5	4	5	5	5	5	4	5	5
98826	4	5	4	1	4	2	4	3	5	5	4	4	5	4
121401	1	1	1	2	1	1	1	1	5	2	5	3	5	1
18104	1	5	1	1	2	5	5	4	4	1	4	5	4	5
39433	2	1	1	1	2	2	2	2	2	4	4	3	4	2
60972	3	1	3	3	5	3	5	5	3	5	3	3	4	5
34708	1	2	2	1	3	2	3	3	2	3	5	4	4	3
12257	4	4	4	4	5	3	3	2	2	3	4	3	2	2
41739	4	4	4	4	2	5	5	5	5	5	5	1	5	3
53479	4	3	3	3	4	5	4	4	4	4	3	5	5	4
53184	4	3	3	3	4	4	4	4	4	5	4	1	3	4
50546	1	5	1	5	1	1	1	4	4	1	4	3	4	1
46288	3	4	3	2	4	3	4	4	5	5	4	5	4	4
28421	4	4	4	4	4	4	4	4	3	2	4	4	3	4
47778	4	4	4	2	2	4	2	2	1	2	2	2	5	2
52129	3	3	3	3	3	5	5	5	5	5	5	3	5	5
104959	5	5	3	5	4	5	4	4	4	4	4	3	4	3
105569	5	5	5	4	3	5	3	3	5	3	4	4	5	3
94410	1	4	1	1	2	1	2	2	4	5	4	5	5	2
5824	2	5	2	2	3	2	3	3	3	3	4	3	5	3
86462	2	2	2	3	5	2	5	5	1	1	3	1	4	5
3843	2	5	2	1	4	2	4	4	5	5	4	3	5	4
4875	3	5	5	3	2	5	4	1	1	5	1	4	1	5
5246	2	2	2	2	3	5	4	5	5	5	5	5	5	5
120743	4	5	4	2	2	4	2	2	3	5	5	5	5	2
21484	3	3	3	1	5	3	5	5	2	2	1	5	3	5
53480	2	2	2	4	2	1	1	1	3	3	3	1	1	1
116308	3	4	3	1	5	3	2	5	5	2	4	4	4	5
89341	2	5	5	5	2	2	2	2	1	5	2	3	2	2
90587	3	3	1	3	4	5	5	5	5	5	5	5	5	5
82759	3	1	1	1	3	3	3	2	1	4	3	3	2	3
22216	4	4	4	1	3	4	3	3	4	2	5	3	4	3
52087	2	2	2	2	2	1	2	2	1	5	4	3	4	2
11413	3	3	4	3	2	5	5	4	4	4	4	4	4	5
6397	0	0	0	1	3	0	3	3	2	4	5	3	1	3
78176	1	4	4	4	1	1	1	1	1	5	3	1	3	1
47930	1	4	1	3	2	3	4	2	2	1	2	2	2	4
29065	2	5	2	4	5	2	5	5	5	3	4	4	5	5
11914	3	5	3	3	2	3	2	2	5	4	5	3	4	2
21487	2	2	2	2	5	5	5	5	5	5	3	4	5	5
123829	4	0	4	4	3	4	3	3	3	2	5	4	5	3
58014	5	5	5	5	3	3	5	4	4	4	4	5	4	5
8046	5	5	5	5	5	4	4	5	5	5	5	4	5	5
93714	1	3	0	3	2	0	2	2	5	4	2	5	2	2
1625	3	5	5	5	4	4	3	3	3	3	3	4	3	1
86662	3	5	3	4	3	5	4	5	5	3	5	4	5	4
23772	2	3	2	3	5	2	3	5	3	3	2	4	3	5
102878	1	4	1	4	2	1	2	2	1	3	5	2	4	2
39760	5	0	4	4	4	4	4	4	2	1	4	4	4	4
127469	1	1	1	3	4	1	4	4	4	4	4	5	5	4
53333	3	3	3	3	1	3	4	5	5	3	1	3	5	2
46246	3	3	3	3	3	3	3	3	4	4	3	2	4	3
100748	4	0	4	3	1	4	1	1	3	2	5	5	5	1
98464	1	1	1	1	5	4	5	3	3	4	4	5	3	5
46702	4	3	4	4	1	5	1	3	3	4	3	4	3	2
80306	3	3	3	3	5	4	4	4	4	4	4	3	4	3
17793	4	4	4	4	2	3	3	4	4	4	4	2	4	1
52343	4	3	3	3	1	2	2	4	4	4	4	2	4	5
48385	3	5	3	4	3	3	3	3	4	5	5	5	5	3
107313	3	5	3	1	3	3	3	3	5	3	5	4	4	3
93445	2	4	2	1	1	2	1	1	3	5	5	5	4	1
89338	2	1	4	4	2	3	2	2	1	3	3	1	4	2
51951	0	0	0	1	2	1	2	3	3	3	2	3	3	4
91815	2	2	2	3	2	2	2	2	2	5	3	3	4	2
103536	4	4	5	4	2	4	4	4	4	4	4	3	4	4
56895	5	5	5	5	5	5	5	5	4	3	5	3	4	5
67058	1	1	1	1	3	5	5	4	4	4	4	3	4	5
89176	4	3	4	2	2	1	3	2	2	4	2	4	2	1
95512	2	2	2	2	4	4	4	4	4	4	4	5	4	5
24767	3	4	4	4	1	3	3	3	3	3	3	2	3	1
72484	2	3	3	3	2	2	2	2	2	1	2	2	2	1
119812	3	3	3	4	3	3	4	3	5	3	5	4	4	3
109605	3	3	1	3	4	4	5	4	4	4	4	3	4	5
81164	3	3	3	3	4	4	5	5	5	5	5	3	5	3
62326	4	3	4	4	5	4	5	5	4	3	4	2	4	5
36542	5	3	3	3	5	5	5	5	5	4	4	3	3	5
59026	2	2	2	1	1	2	1	1	4	3	3	5	5	1
98037	1	1	1	1	2	3	4	5	5	5	5	5	5	5
13600	3	4	4	4	2	1	2	4	4	3	4	5	4	1
71010	2	2	2	2	5	4	5	4	4	4	4	3	4	4
116566	3	3	3	3	4	5	5	4	4	4	4	4	4	5
39521	3	3	2	5	1	5	4	3	3	2	2	3	3	2
117945	4	5	1	5	4	4	2	4	3	3	4	1	4	4
90703	3	3	3	3	3	3	3	3	3	1	3	2	4	3
19284	4	1	3	3	4	4	4	4	4	4	3	5	2	4
88952	2	2	2	2	2	2	2	2	4	4	4	3	5	2
56759	4	4	4	4	3	4	5	5	5	5	5	5	5	3
68492	2	5	2	4	4	2	4	4	3	3	3	4	4	4
22330	4	4	4	4	4	4	4	4	1	2	1	5	4	4
39284	1	4	4	4	1	1	1	1	4	4	3	1	3	1
56649	1	1	1	1	4	5	5	4	4	4	4	3	4	1
120179	5	5	5	3	2	5	2	2	5	5	3	3	5	2
29669	2	5	2	3	5	4	5	3	3	2	2	2	3	2
12819	3	3	3	4	2	3	3	2	3	2	3	3	4	2
98958	3	3	3	3	2	5	4	5	5	5	5	3	5	5
31111	2	5	2	3	4	4	4	5	5	2	5	5	5	4
46778	3	3	0	4	4	4	4	2	2	0	3	1	2	2
71672	3	2	3	4	5	3	5	5	1	2	4	3	4	5
59989	1	4	1	2	4	5	5	5	5	1	5	3	5	5
116569	2	2	2	2	4	4	4	3	3	3	3	3	3	4
122547	2	4	4	4	2	2	2	2	4	2	3	3	4	2
20718	5	2	2	2	5	5	5	5	5	4	1	4	5	5
75954	3	5	5	5	3	4	3	3	3	3	3	3	3	1
60859	1	1	1	4	1	1	2	1	4	3	5	3	4	1
76087	2	2	2	2	5	5	5	5	2	4	3	2	3	5
37977	5	5	4	5	4	4	5	5	5	5	5	4	5	4
29935	5	0	5	4	1	5	1	1	3	1	4	2	4	1
75290	2	2	1	2	5	3	4	4	4	4	4	4	4	4
8122	5	5	5	3	1	5	1	1	3	5	5	5	4	1
98068	0	0	0	3	2	0	2	2	4	5	4	5	5	2
73936	2	2	2	4	1	2	1	1	1	1	3	2	4	1
66206	4	4	4	4	5	5	4	5	5	5	5	5	5	3
38549	3	3	3	3	4	3	4	4	5	4	1	3	1	4
78834	3	5	3	1	3	3	4	3	4	4	4	3	4	3
6139	4	0	5	2	3	5	3	3	4	3	4	4	5	3
25919	4	4	4	4	4	4	4	4	1	4	2	3	3	4
17704	1	0	1	1	1	2	5	1	2	2	3	5	2	5
92377	1	5	1	2	2	4	5	2	2	1	3	5	2	4
113089	1	2	1	4	2	1	2	2	3	1	4	4	4	2
83051	4	4	4	4	4	4	4	4	4	3	4	3	4	4
102402	4	0	4	3	4	4	5	5	5	4	5	4	5	3
88980	2	2	1	3	4	1	4	4	1	3	4	2	3	4
76491	2	2	2	2	4	5	5	4	4	4	4	4	4	5
28474	3	1	1	1	3	3	3	3	4	2	4	3	3	3
12538	1	1	1	3	5	1	2	5	2	5	2	2	2	5
87996	5	5	5	3	3	5	3	3	4	3	4	4	4	3
22749	5	5	5	4	1	5	1	1	4	4	5	5	4	1
19838	0	4	0	4	3	0	3	3	1	5	1	4	1	3
37558	1	5	5	5	2	1	2	2	2	2	3	1	4	2
9047	4	2	2	2	5	3	4	4	4	4	4	1	4	2
63894	1	1	1	3	5	1	5	5	4	2	2	1	2	5
124083	4	5	4	5	4	4	4	1	1	4	4	5	1	5
72133	1	1	1	3	3	1	3	3	3	3	4	4	5	3
16852	3	3	3	3	1	3	5	4	4	4	4	1	4	5
82796	2	2	2	2	2	4	5	5	5	5	5	3	5	3
3288	4	2	5	2	1	5	1	1	3	1	3	1	3	1
61481	2	3	3	3	2	2	3	2	2	3	2	4	2	2
32181	2	2	2	2	4	4	4	4	1	3	2	1	5	4
60203	4	4	1	4	2	5	5	3	3	2	3	4	3	3
66615	4	4	4	4	4	5	5	5	5	5	5	5	5	3
105079	4	3	3	2	1	3	1	1	4	5	5	4	5	1
16448	3	2	2	2	3	4	3	3	2	2	3	2	4	3
85258	1	1	0	3	1	0	1	1	1	2	3	4	4	1
30236	2	5	2	5	5	2	5	5	3	3	5	4	2	5
81317	5	4	5	5	1	5	1	1	3	5	4	4	4	1
63058	1	3	1	4	1	1	1	1	5	4	4	2	1	1
43474	3	3	3	3	1	4	3	3	3	3	3	1	3	3
48068	5	5	5	4	3	5	3	3	4	2	4	3	5	3
3809	2	2	5	2	4	5	4	4	4	4	4	3	4	3
73485	1	4	1	4	3	1	3	3	3	3	5	4	5	3
98148	4	0	4	3	3	4	1	3	5	3	4	4	5	3
5850	5	5	5	5	4	4	4	4	3	2	4	3	4	4
32749	2	3	3	3	1	2	1	1	5	1	4	2	3	1
31149	5	1	5	5	3	1	4	4	4	4	4	1	4	4
122090	0	4	0	4	1	0	1	1	2	5	3	1	4	1
72116	4	4	4	4	2	2	2	2	3	2	4	5	5	2
20685	1	4	1	4	5	1	2	5	1	4	3	3	3	5
31848	1	1	1	4	2	1	2	2	4	5	4	1	3	2
17397	3	3	3	3	3	2	5	4	4	4	4	1	4	2
77243	4	4	4	3	3	4	3	3	3	2	4	5	4	3
101025	2	4	2	3	3	2	3	3	5	4	2	2	5	3
11897	4	4	4	4	4	4	4	4	4	4	4	4	5	4
84871	3	2	3	4	4	3	2	4	4	3	4	3	4	4
21728	0	4	0	2	3	0	1	3	5	2	4	3	5	3
87264	1	1	1	1	4	4	4	4	5	2	4	5	4	4
46811	4	5	5	5	5	1	4	4	4	4	4	2	4	3
35448	3	4	3	3	3	5	5	3	3	3	3	4	3	5
55913	3	4	3	4	3	1	1	5	5	3	5	3	5	4
92624	2	2	2	2	3	5	5	5	5	5	5	4	5	5
127577	1	1	2	3	3	2	3	3	2	2	3	1	2	3
107630	4	0	4	2	4	4	4	4	3	2	3	3	2	4
105254	1	3	3	3	1	1	1	1	1	4	3	1	4	1
4830	2	2	2	2	2	4	5	5	5	5	5	5	5	5
111664	2	3	3	4	4	3	4	4	2	5	3	1	3	4
26362	1	1	1	3	2	1	5	2	5	5	2	2	4	2
6623	2	1	1	1	2	2	4	2	1	5	4	2	4	2
5791	4	4	4	4	4	5	4	5	5	5	4	4	5	5
127275	2	4	2	4	4	2	4	4	5	4	5	4	5	4
47866	2	0	2	4	2	2	2	2	3	1	3	3	4	2
113039	3	1	3	3	4	4	4	4	5	2	4	3	5	4
16262	4	1	1	1	4	4	4	4	5	3	3	1	2	4
43884	2	3	3	3	4	4	3	3	3	3	2	3	3	3
106329	1	1	1	3	2	1	2	2	2	4	2	1	3	2
99899	3	4	3	4	1	3	2	1	3	4	4	3	4	1
78518	3	4	4	4	3	4	5	2	2	4	2	4	2	5
118908	4	4	4	3	1	4	1	1	5	5	4	4	5	1
23544	2	2	2	2	2	3	3	2	2	2	2	4	2	1
18159	2	5	2	5	1	2	1	1	5	3	3	5	3	1
75244	2	0	2	5	5	2	5	5	5	5	5	5	4	5
43763	5	5	5	5	5	4	5	5	3	3	4	4	4	5
77637	2	3	3	3	2	2	2	2	4	5	3	3	4	2
93081	4	4	4	4	5	4	4	4	4	4	4	4	4	3
30302	4	3	3	3	4	4	4	4	3	1	1	1	1	4
38310	3	3	3	2	3	1	1	5	1	4	1	1	4	1
67866	2	5	2	4	2	2	2	2	3	5	3	4	5	2
101244	2	5	2	3	3	3	5	2	2	2	2	4	2	4
75818	2	2	2	3	1	3	4	5	5	2	5	2	5	4
74698	1	4	1	3	2	3	5	3	3	1	3	4	3	5
52630	5	2	4	2	5	5	5	5	1	1	1	5	1	5
88014	2	2	2	2	3	5	4	5	5	5	5	5	5	3
96018	3	3	3	3	4	3	4	4	1	2	2	4	2	4
41376	2	4	3	4	2	3	3	2	2	2	2	2	2	1
78574	1	2	1	3	2	1	2	2	4	2	4	1	3	2
118196	2	5	2	5	4	2	4	4	4	2	5	3	4	4
117761	2	1	3	1	2	1	2	2	2	2	2	1	2	4
56396	4	4	4	4	3	5	4	4	4	4	4	3	4	3
38429	3	4	3	3	1	3	1	1	2	4	4	4	3	1
117839	1	4	3	3	5	3	5	5	1	2	4	4	4	5
14102	3	1	4	3	2	4	3	2	1	1	4	2	4	2
85826	4	5	4	2	4	4	4	4	5	2	5	4	4	4
45477	4	3	3	3	4	4	4	4	4	3	4	4	3	4
25194	1	4	1	3	1	1	1	1	5	2	5	3	5	1
112746	4	4	4	4	4	4	5	4	4	4	5	4	4	5
33209	4	4	4	4	4	4	4	4	4	3	2	1	3	4
11798	3	4	4	4	3	3	3	3	2	2	4	3	3	3
30250	1	2	2	2	5	3	4	1	1	1	1	1	1	2
60601	5	5	5	4	5	4	4	4	3	5	5	4	4	4
103071	1	2	2	2	2	1	1	4	3	4	3	1	4	1
66951	2	2	2	2	5	5	5	3	3	3	3	5	3	5
46396	2	4	2	2	1	1	5	4	4	2	4	4	4	2
101134	3	3	2	3	4	5	4	4	4	4	4	3	4	4
25880	3	3	3	3	3	3	3	3	5	4	5	5	5	3
9653	5	5	4	5	2	5	4	5	5	5	4	4	5	4
53897	3	4	3	4	1	3	1	1	1	5	2	4	4	1
92107	4	3	4	3	2	4	2	2	2	3	3	1	2	2
117866	4	0	4	2	5	4	5	5	4	2	5	3	5	5
44790	3	4	3	4	5	3	4	4	4	3	3	4	4	4
72878	2	2	2	2	3	3	3	3	5	4	5	5	4	3
90758	5	5	5	5	5	5	5	5	5	5	5	4	5	5
124936	3	5	3	4	3	3	3	3	3	3	5	2	5	3
8999	1	3	1	2	2	1	3	2	1	1	4	4	3	2
27308	5	5	5	5	5	5	5	5	3	3	2	2	2	5
49665	4	1	1	1	4	4	4	4	3	1	4	2	2	4
53104	3	4	3	1	4	3	4	4	4	5	5	3	4	4
79711	3	5	3	5	3	5	4	2	2	3	2	3	2	5
7886	1	2	1	3	2	1	2	2	2	4	4	2	3	2
117194	4	3	3	2	5	2	2	4	4	3	4	4	4	1
107570	3	1	3	4	1	3	2	1	2	3	4	4	4	1
74375	5	5	5	5	3	4	4	4	4	5	4	5	4	3
10299	1	1	1	1	3	4	5	5	5	5	5	5	5	5
52188	2	5	2	4	1	2	1	1	1	3	5	5	5	1
33331	5	5	5	5	5	5	5	5	2	5	4	3	4	5
49104	3	4	3	1	3	3	3	3	4	1	4	3	2	3
85248	3	3	3	3	4	3	4	4	4	4	3	3	4	4
1949	1	4	4	4	2	4	4	1	1	1	1	2	1	4
59711	1	1	1	1	2	5	4	5	5	5	5	5	5	4
119830	3	3	3	3	5	5	4	4	4	4	4	5	4	3
82620	3	5	3	3	3	3	3	3	4	4	5	3	5	3
48855	3	4	3	3	4	4	4	3	3	3	3	4	3	3
3230	2	4	2	3	3	2	3	3	1	4	3	1	4	3
76005	0	0	0	2	2	5	5	5	5	4	4	3	5	5
39811	4	4	4	4	4	4	4	4	2	3	5	3	2	4
42365	2	5	2	3	4	2	4	4	4	3	1	4	3	4
47958	1	3	1	1	2	1	2	2	5	3	4	1	2	2
14669	1	2	1	4	1	1	1	1	4	2	4	1	4	1
65428	3	3	3	4	3	3	3	3	5	2	5	5	4	3
91790	3	5	3	5	2	5	5	2	2	3	2	5	2	4
119932	4	5	5	3	5	5	5	5	3	2	4	1	3	5
34079	5	2	3	2	5	5	5	5	2	3	1	3	3	5
81926	2	3	3	3	4	4	3	2	2	2	2	3	2	3
51110	3	0	3	3	1	3	1	1	4	5	4	5	4	1
120373	1	1	1	1	4	5	5	5	5	4	5	4	5	3
43942	3	5	0	3	5	0	5	5	5	3	5	3	5	5
33508	2	5	2	2	3	2	3	3	5	5	5	3	4	3
46582	1	3	3	3	1	2	3	2	2	2	1	4	2	1
76104	2	2	2	5	2	2	2	2	5	2	5	5	5	2
22482	1	5	1	4	3	1	2	3	2	3	3	3	5	3
25745	5	2	3	2	4	1	5	5	5	5	5	3	5	4
61282	1	4	1	3	2	1	2	2	5	1	1	2	3	2
109714	5	5	5	5	3	3	3	3	4	2	4	3	5	3
74874	1	1	1	3	3	1	3	3	2	2	2	4	2	3
7510	1	1	1	4	4	1	4	4	3	3	5	5	4	4
24022	4	5	4	3	3	4	3	3	4	5	4	1	3	3
35183	3	3	3	3	3	4	3	2	4	4	3	3	3	3
43249	5	5	5	5	4	1	5	5	5	5	5	3	5	2
128767	3	3	3	3	3	2	2	5	5	5	5	4	5	2
69697	3	3	3	3	5	5	5	3	4	5	4	5	3	5
13031	2	4	2	5	2	3	1	5	5	2	5	3	5	4
124594	3	4	4	5	3	4	3	3	3	3	5	3	5	3
6947	2	4	2	3	2	2	2	2	1	3	4	4	4	2
107255	4	4	4	4	4	5	4	5	5	5	5	3	5	5
39957	0	5	0	4	3	0	3	3	4	2	3	1	3	3
62767	3	3	3	3	2	3	2	2	2	2	2	2	3	2
44071	5	5	2	5	1	1	4	5	5	5	5	2	5	5
67634	5	5	4	5	3	4	4	4	4	4	4	5	4	3
53716	5	5	5	3	3	5	3	3	3	2	5	5	5	3
80145	5	5	5	5	5	3	3	3	3	5	4	3	5	3
60501	2	5	5	5	1	4	3	2	2	2	2	2	2	4
114131	3	4	4	4	3	3	3	3	1	5	3	3	3	3
59075	2	1	1	1	2	2	3	2	3	1	3	2	3	2
87795	2	2	2	2	2	2	2	2	2	4	4	2	4	2
9511	3	4	3	4	1	3	1	1	4	5	5	1	4	1
119354	2	0	0	4	3	0	3	3	1	2	2	1	3	3
9338	3	3	3	3	4	5	4	2	2	2	2	3	2	4
55343	2	5	2	5	4	2	1	4	4	4	5	3	5	4
63583	5	5	5	5	4	3	5	5	5	5	5	5	5	4
43009	2	2	2	2	4	4	4	4	5	3	3	3	2	4
46703	2	4	2	3	1	2	1	1	1	3	2	5	5	1
99208	5	5	5	5	5	5	5	4	4	4	4	3	4	4
54578	3	3	3	3	5	5	5	4	4	3	3	5	5	5
116845	2	2	0	4	2	3	3	4	4	0	5	2	4	3
87460	5	5	5	5	4	4	4	4	3	3	5	4	5	4
75635	5	5	5	5	4	4	5	4	4	5	4	4	4	4
60116	3	5	5	5	3	3	3	3	2	5	3	2	3	3
111677	3	5	3	3	3	4	5	3	3	3	3	3	3	3
86077	1	1	1	1	4	4	4	4	4	4	4	3	4	4
26980	2	2	2	2	4	2	2	4	1	3	2	1	5	4
18170	5	0	5	5	5	5	5	5	4	2	2	5	2	5
59549	1	1	1	1	2	5	5	5	5	5	5	3	5	5
92367	1	1	1	1	4	3	4	4	4	4	4	3	4	5
101979	2	3	2	2	2	2	2	2	1	1	3	3	3	2
83315	1	3	3	3	4	2	4	1	1	1	1	1	1	1
112170	0	1	0	3	4	3	4	2	2	0	2	4	2	1
24534	3	2	3	3	4	5	4	5	5	5	5	5	5	5
111121	5	5	5	5	5	4	5	4	4	4	4	4	4	3
60565	2	2	2	4	5	2	5	5	1	5	4	4	3	5
5997	3	3	3	3	3	3	3	3	1	4	4	2	3	3
1691	3	2	3	4	3	4	3	3	3	3	3	1	3	2
6633	0	5	0	4	1	0	1	1	5	2	5	3	4	1
20495	2	1	2	3	3	2	2	3	4	2	4	3	4	3
101845	2	2	2	2	2	4	4	4	4	4	4	4	4	5
55808	3	3	3	3	3	3	3	3	4	3	5	4	4	3
98469	4	4	4	3	1	4	4	1	1	4	1	4	1	2
71389	2	2	2	2	1	2	1	1	3	3	5	5	5	1
70358	4	4	3	4	5	5	5	4	2	5	4	5	4	5
49032	3	2	3	4	4	3	5	4	2	3	3	2	3	4
117929	4	4	5	4	5	5	5	1	2	3	3	5	3	5
2686	5	5	5	3	5	5	5	5	5	5	4	3	5	5
100190	3	3	3	3	2	3	5	2	2	1	4	4	3	2
94741	3	4	3	4	5	3	2	3	3	3	3	2	3	1
118	5	5	5	5	4	4	4	4	4	2	2	4	3	4
22741	5	2	2	2	5	5	5	5	5	5	3	1	1	5
34762	2	2	2	3	2	2	2	2	4	3	4	4	4	2
42033	4	0	3	3	1	3	1	1	4	2	2	3	5	1
119084	3	3	5	3	3	4	5	4	4	4	4	5	4	4
100321	1	5	4	5	5	4	4	1	1	1	1	1	1	2
27064	5	5	2	5	5	5	5	5	3	5	1	1	3	5
34088	2	4	2	3	5	4	4	2	2	2	2	5	2	5
79843	2	2	4	2	3	4	4	5	5	5	5	5	5	3
100666	2	2	2	2	5	5	5	5	3	3	4	4	5	5
121543	1	1	1	1	2	5	5	4	4	4	4	5	4	5
42421	2	3	2	1	4	2	5	4	1	4	1	3	5	4
84958	4	3	4	2	4	4	4	4	4	3	2	1	3	4
84656	4	4	4	4	4	4	5	2	2	2	2	5	2	5
20824	1	1	1	3	1	1	1	1	1	1	3	2	4	1
105476	3	5	3	3	1	4	1	5	5	3	5	3	5	5
47173	1	0	1	2	4	1	4	4	1	5	4	4	4	4
15152	0	5	0	1	3	0	5	3	5	4	4	4	4	3
125811	3	3	3	3	1	3	1	1	4	3	3	3	4	1
20143	4	4	5	4	5	3	2	3	3	4	3	4	3	1
29913	4	4	4	4	2	5	5	5	5	5	5	5	5	1
125744	2	3	3	3	1	2	2	2	2	2	2	1	2	4
38905	4	4	4	4	3	5	3	5	5	5	4	3	5	5
5893	2	3	3	3	1	3	3	2	2	2	2	1	2	4
101856	2	4	4	4	3	2	3	3	5	5	4	1	1	3
87231	3	3	4	3	3	5	5	4	4	4	4	4	4	5
