Name Survived
"Laurentius Cloelius" Yes
"Atilius Albinus" No
"Scribonius Munatius" No
"Octavenus Ovidius" Yes
"Blasius Nerva" Yes
"Pacilius Fulvius" No
"Gordian Suetonius" Yes
"Aurelianus Silius" Yes
"Egnatius Diocletian" No
"Vespasian Cantilius" No
"Servius Laronius" Yes
"Manius Ovidius" Yes
"Cosconius Varro" No
"Cispius Sestius" No
"Valentinian Caelius" Yes
"Brennus Ennius" Yes
"Nasennius Cocceius" No
"Dacian Galerius" Yes
"Rullianus Latinius" No
"Appius Novellius" No
"Seccius Honorius" Yes
"Granius Sittius" Yes
"Lucius Albinus" Yes
"Balbus Valens" No
"Ollius Mescinius" Yes
"Januarius Marius" Yes
"Vespasian Horatius" Yes
"Vespasian Pinarus" No
"Vincentius Festinius" No
"Murena Modius" No
"Eborius Camillus" No
"Murena Pettius" Yes
"Sulpicius Urbanus" No
"Ovidius Decimus" No
"Palpellius Memmius" Yes
"Ennius Plautius" No
"Maxentius Cornelius" Yes
"Nero Maecenas" Yes
"Brennus Sestius" Yes
"Secundinius Nasennius" No
"Julius Cantilius" No
"Candidus Papinius" No
"Laronius Iunius" No
"Cincinnatus Regulus" No
"Opimius Sedatius" No
"Memmius Lentulus" No
"Gabinius Cestius" No
"Segulius Drusus" Yes
"Fulcinia Gordian" Yes
"Donatus Sicinius" Yes
"Marius Martialis" Yes
"Musonius Numitorius" No
"Icilius Musonius" Yes
"Sextius Faustus" Yes
"Persius Januarius" No
"Castorius Ollius" No
"Fulvius Manilius" Yes
"Candidus Verecundus" Yes
"Magnentius Secundinius" No
"Latinius Pasidienus" No
"Marcus Pasidienus" Yes
"Petreius Diocletian" No
"Rabirius Caecilius" No
"Opellius Rabirius" No
"Sextius Atilius" Yes
"Vincentius Livius" No
"Lacerius Oppius" Yes
"Fidenas Salinator" Yes
"Spurius Salvian" Yes
"Sergian Pupius" Yes
"Octavius Porcius" Yes
"Appius Marius" No
"Ostorius Aulus" No
"Sextus Nasidius" Yes
"Fabianus Atilius" Yes
"Laurentius Cantilius" Yes
"Anatolius Hordeonius" Yes
"Seccius Gaius" No
"Tiberius Seccius" No
"Nasidius Julius" Yes
"Stertinius Sittius" Yes
"Palpellius Nasennius" No
"Florianus Saturninus" Yes
"Numicius Salvidienus" No
"Didius Cethegus" Yes
"Ravillius Laelius" No
"Maecilius Cicero" Yes
"Catius Caedicius" No
"Cassianus Lentulus" Yes
"Cato Terentius" Yes
"Sempronius Ogulnius" No
"Gordian Tertius" No
"Laetorius Nasennius" No
"Latinius Gracchus" No
"Plinius Severian" Yes
"Honorius Marcius" No
"Fabius Salvius" No
"Secundinius Murena" Yes
"Duronius Pasidienus" No
"Salvius Vespasian" Yes
"Juvenalis Pilus" No
"Damasus Laronius" No
"Numicius Oppius" No
"Burrienus Hostius" No
"Fundanus Cornutus" No
"Pomponius Urbanus" Yes
"Pontidius Salvidienus" No
"Lucius Junius" Yes
"Vincentius Sestius" Yes
"Iulius Ollius" No
"Hordeonius Salvius" No
"Eutropius Granius" No
"Agrippa Acilius" No
"Nonius Sestius" Yes
"Dacian Papirius" No
"Egnatuleius Postumius" No
"Papirius Livius" Yes
"Lamponius Modius" No
"Laurentius Terentius" Yes
"Urbicus Pedius" Yes
"Fabrinius Claudius" Yes
"Cethegus Vespasian" No
"Fulcinia Cassio" Yes
"Sextus Scribonius" No
"Granius Martialis" Yes
"Fannius Dacian" No
"Candidus Paconius" No
"Nonius Burrienus" Yes
"Scribonius Donatus" No
"Salvian Egnatuleius" No
"Pinarus Baebius" Yes
"Segulius Silanus" Yes
"Potitius Sittius" Yes
"Fabrinius Aulus" Yes
"Donatus Caelius" Yes
"Murena Camillius" Yes
"Vitalis Pettius" No
"Bruttius Acilius" Yes
"Novellius Aulus" Yes
"Nautius Salvian" No
"Probus Publius" No
"Laronius Geta" No
"Musonius Genucius" No
"Caelius Marcellus" Yes
"Iuventius Oppius" Yes
"Matinius Iunius" Yes
"Blaesus Plinius" No
"Festus Aemilius" Yes
"Vincentius Gnaeus" Yes
"Ollius Manius" Yes
"Drusus Sabucius" No
"Volumnius Aulus" No
"Didius Seneca" Yes
"Pasidienus Burrienus" Yes
"Blossius Gallus" No
"Priscus Papinius" No
"Tertius Donatus" No
"Horatius Servilius" No
"Appius Caelius" No
"Caecilius Murena" Yes
"Domitian Camillus" No
"Regulus Januarius" Yes
"Sabucius Spurius" No
"Genucius Gaius" No
"Tacitus Plautius" Yes
"Clodius Didius" No
"Florianus Sornatius" Yes
"Pilus Rullianus" Yes
"Lollius Foslius" No
"Claudius Marcellus" No
"Pomponius Calventius" Yes
"Cantilius Foslius" No
"Norbanus Hostius" Yes
"Sedatius Sertorius" No
"Manilius Seccius" Yes
"Munatius Sempronius" No
"Servius Ennius" Yes
"Galerius Gratian" No
"Persius Mamilius" No
"Opimius Messalla" No
"Junius Varro" No
"Plautius Servius" Yes
"Amulius Sidonius" No
"Didius Naevius" Yes
"Publicius Percennius" No
"Poppaedius Verecundus" Yes
"Nautius Ovidius" Yes
"Ninnius Magnentius" No
"Gaius Urbicus" Yes
"Caecilius Januarius" Yes
"Appius Cilnius" Yes
"Rutilius Oppius" No
"Marcus Novellius" Yes
"Laurentius Volumnius" Yes
"Nigidius Honorius" Yes
"Octavius Aurelianus" Yes
"Terentius Sulpicius" No
"Zeno Stertinius" No
"Caecilius Clodius" Yes
"Gracchus Considius" No
"Ollius Lartius" Yes
"Marcellus Marius" No
"Diocletian Verus" No
"Sextius Tacitus" No
"Papinius Mamilius" Yes
"Aquillius Maecilius" Yes
"Sestius Sestius" No
"Cornutus Ovidius" No
"Juvenalis Publius" Yes
"Sittius Fidenas" Yes
"Aulus Urbanus" No
"Brennus Rebilus" Yes
"Numicius Cicero" No
"Balbus Tarquinius" Yes
"Iuventius Decentius" No
"Fulvius Crispinus" Yes
"Verus Albinus" No
"Cornificius Iuventius" Yes
"Rufrius Sicinius" Yes
"Nero Lollius" Yes
"Salvius Matinius" Yes
"Decimus Menenius" No
"Numerius Salvius" Yes
"Foslius Ingenuus" Yes
"Galerius Ollius" Yes
"Caninius Severian" No
"Urbicus Statilius" No
"Egnatuleius Decimus" No
"Longinius Laberius" Yes
"Mallius Herennius" Yes
"Sertorius Naevius" No
"Gratian Petilius" Yes
"Camillius Icilius" Yes
"Calpurnius Balbus" No
"Laecanius Considius" No
"Catilius Maximian" Yes
"Pompeius Blaesus" Yes
"Poppaedius Terentius" Yes
"Fulvius Servius" No
"Sulpicius Fabius" Yes
"Paconius Valentinian" Yes
"Statilius Duronius" No
"Secundinius Primitivus" No
"Menenius Festinius" No
"Maecilius Cilnius" Yes
"Vitus Laronius" Yes
"Cilnius Valentinian" No
"Nasennius Domitian" No
"Galerius Burrienus" Yes
"Cassianus Honorius" No
"Geta Sornatius" No
"Aulus Manius" Yes
"Amulius Ovidius" Yes
"Primitivus Vincentius" No
"Laetorius Laronius" No
"Menenius Balbinus" No
"Rebilus Caedicius" No
"Publicius Postumius" Yes
"Appius Quintus" No
"Granius Catilius" Yes
"Draco Hirrus" No
"Nazarius Caelius" Yes
"Paconius Numerius" Yes
"Regulus Albinius" No
"Caedicius Cincinnatus" No
"Naevius Priscus" Yes
"Caelian Salvian" Yes
"Manius Marian" No
"Mallius Gratian" No
"Lollius Ninnius" No
"Draco Damasus" Yes
"Spurius Pupius" Yes
"Persius Draco" No
"Cordius Donatus" Yes
"Mescinius Ollius" Yes
"Pacilius Salvian" Yes
"Tarquinius Mucius" No
"Pedius Numonius" No
"Paconius Paconius" Yes
"Germanicus Catius" No
"Pompeius Publius" No
"Cantilius Antonius" Yes
"Ofilius Aemilius" No
"Florianus Seccius" Yes
"Lollius Murena" Yes
"Longinius Candidus" No
"Mucius Numicius" No
"Pius Fabius" No
"Maxentius Ogulnius" Yes
"Novellius Celsus" Yes
"Petreius Crispinus" No
"Amulius Pompeius" No
"Acilius Numerius" No
"Vibius Afranius" No
"Laurentius Gaius" No
"Caelius Lacerius" No
"Servilius Plinius" Yes
"Sergian Paelignus" Yes
"Amulius Marcellus" Yes
"Spurius Verus" No
"Lartius Lucretius" No
"Cominius Ingenuus" No
"Diocletian Titus" No
"Poppaedius Coruncanius" No
"Dacian Iulius" No
"Numitorius Servius" Yes
"Manius Mucius" No
"Valentinian Laronius" No
"Sicinius Pacilius" Yes
"Decentius Matienus" No
"Hordeonius Cicero" No
"Latinius Pomponius" Yes
"Gallus Paternus" No
"Opellius Orestius" No
"Sepullius Gabinius" No
"Quirinius Ovidius" No
"Numitorius Laelius" Yes
"Aemilius Sicinius" Yes
"Oppius Cicero" No
"Pompeius Orchius" Yes
"Betilienus Servius" No
"Cassius Cispius" No
"Caedicius Hadrian" Yes
"Pomponius Quintus" Yes
"Cassius Galerius" No
"Pontidius Honorius" No
"Hostilius Considius" No
"Icilius Manilius" No
"Publicius Florian" Yes
"Decimus Poppaedius" Yes
"Maecilius Belisarius" Yes
"Blasius Eborius" No
"Cassius Orchius" Yes
"Salvidienus Dacian" Yes
"Poppaedius Mamilius" No
"Tiberius Eborius" Yes
"Sidonius Sertorius" No
"Blossius Petreius" Yes
"Fidius Silius" Yes
"Latinius Rabirius" Yes
"Tertius Tiberius" No
"Petreius Ennius" No
"Blossius Laurentius" Yes
"Vibius Duronius" No
"Juvenalis Lucius" Yes
"Rutilius Mescinius" Yes
"Catius Coruncanius" Yes
"Donatus Placidus" Yes
"Furius Orestius" No
"Oppius Manilius" Yes
"Pius Pompeius" No
"Percennius Camillius" Yes
"Candidus Ofilius" No
"Ostorius Domitian" Yes
"Pompeius Suetonius" No
"Herennius Avidius" Yes
"Geminius Vincentius" No
"Ravillius Decimus" Yes
"Aemilius Decimus" No
"Lucretius Manilius" Yes
"Decimus Iulius" No
"Honorius Hostius" No
"Paulinus Ostorius" Yes
"Maecilius Numicius" No
"Stertinius Stertinius" Yes
"Latinius Lartius" Yes
"Laetorius Pettius" No
"Silvius Maecenas" No
"Eutropius Gratian" Yes
"Martialis Felix" No
"Aulus Candidus" No
"Vibius Marian" No
"Mamilius Cincinnatus" No
"Rufinus Gratian" Yes
"Blasius Clodius" Yes
"Pilus Sicinius" No
"Zeno Zeno" Yes
"Vitus Tarquinius" Yes
"Camillus Gaius" No
"Foslius Maximian" Yes
"Lollius Gaius" No
"Severian Publius" Yes
"Rullianus Bruttius" Yes
"Segulius Laurentius" No
"Pasidienus Silvius" No
"Cocceius Sergius" Yes
"Laurentius Magnentius" Yes
"Suetonius Persius" No
"Constantinus Draco" No
"Clodius Quintus" No
"Caedicius Eutropius" No
"Furius Modius" Yes
"Hirrus Caedicius" No
"Coruncanius Quinctilius" Yes
"Memmius Decimus" Yes
"Gallus Hostilius" Yes
"Horatius Messalla" Yes
"Poppaedius Caelian" No
"Laronius Percennius" No
"Gallus Albinius" No
"Sulpicius Balbus" Yes
"Zeno Aulus" No
"Ostorius Iunius" No
"Numonius Terentius" No
"Ofilius Caelius" No
"Eborius Modius" Yes
"Segulius Laecanius" Yes
"Blaesus Severian" No
"Murena Domitian" No
"Sedatius Munatius" No
"Decimus Pompeius" Yes
"Foslius Ovidius" No
"Clodius Potitius" No
"Sestius Quinctilius" No
"Decimus Caedicius" Yes
"Cornelius Caecilius" No
"Octavenus Vitus" Yes
"Maecilius Eborius" No
"Castorius Anatolius" Yes
"Paconius Lucius" No
"Foslius Paconius" No
"Nerva Cincinnatus" No
"Vincentius Caninius" Yes
"Juvenalis Urbanus" No
"Lentulus Semellius" Yes
"Flavius Paconius" Yes
"Felix Octavenus" Yes
"Lentulus Maximus" No
"Munatius Silanus" No
"Nerva Balbinus" Yes
"Munatius Maecenas" No
"Gordian Genucius" Yes
"Sextus Draco" No
"Fidenas Iulius" Yes
"Fabianus Suetonius" No
"Naevius Lucanus" No
"Vitus Valentinian" No
"Pomponius Orchius" Yes
"Fulcinia Agrippa" No
"Pasidienus Nero" Yes
"Lucretius Flaccus" Yes
"Sergius Lollius" Yes
"Fannius Seneca" No
"Ovidius Novellius" No
"Hadrian Aquillius" Yes
"Volumnius Vitalis" No
"Drusus Numerius" No
"Longinius Varian" No
"Egnatuleius Pacilius" Yes
"Laronius Didius" Yes
"Dacian Rufrius" Yes
"Nasidienus Marian" Yes
"Tacitus Juvenalis" No
"Iulius Persius" No
"Sergius Lucretius" No
"Faustus Sestius" Yes
"Egnatuleius Livius" No
"Mucius Valens" Yes
"Nasidienus Tertius" No
"Germanicus Silanus" Yes
"Paternus Clodius" Yes
"Silvius Ostorius" Yes
"Fidenas Festus" No
"Genucius Gaius" No
"Manius Hordeonius" Yes
"Tertius Cantilius" No
"Fidius Caelian" Yes
"Fabrinius Sepullius" No
"Blasius Sulpicius" No
"Lucanus Anatolius" Yes
"Diocletian Damasus" Yes
"Secundinius Cyprian" No
"Festinius Genucius" No
"Caelius Gaius" No
"Quintilianus Lacerius" Yes
"Belisarius Latinius" Yes
"Marcellus Balbus" No
"Flaccus Sulpicius" No
"Cestius Hortensius" Yes
"Caedicius Aulus" Yes
"Atilius Regulus" Yes
"Sicinius Vibius" No
"Opellius Vitus" No
"Pedius Iulius" No
"Marcius Fabianus" No
"Plinius Salvidienus" No
"Urbicus Opellius" Yes
"Titus Nazarius" No
"Aulus Messalla" Yes
"Vitus Matinius" Yes
"Albinus Salvidienus" Yes
"Catilius Segulius" No
"Caedicius Placidus" No
"Norbanus Latinius" Yes
"Rutilius Salvidienus" No
"Semellius Cincinnatus" Yes
"Naevius Vibius" Yes
"Cicero Marcius" Yes
"Hortensius Eborius" No
"Camillius Herennius" Yes
"Percennius Varro" No
"Betilienus Draco" Yes
"Florian Fabius" No
"Petreius Cestius" Yes
"Fulcinia Silanus" No
"Curtius Statilius" No
"Galerius Opimius" Yes
"Cocceius Florianus" Yes
"Antonius Herennius" No
"Ofilius Foslius" Yes
"Nasidienus Caelius" No
"Damasus Nigidius" No
"Latinius Blasius" No
"Ollius Sulpicius" Yes
"Cantilius Opimius" Yes
"Petilius Valerius" Yes
"Hirrus Fidius" Yes
"Salinator Mescinius" No
"Nasennius Octavenus" No
"Terentius Lentulus" No
"Gaius Sentius" Yes
"Nasidienus Primitivus" Yes
"Geta Valerius" No
"Caesennius Numerius" Yes
"Domitius Hordeonius" No
"Silius Agrippa" Yes
"Lucanus Aulus" Yes
"Severian Maecilius" Yes
"Rullianus Galerius" Yes
"Caecilius Mescinius" No
"Nigidius Pasidienus" No
"Felix Clodius" No
"Opimius Ofilius" No
"Rufinus Pontidius" Yes
"Quintilianus Sertorius" No
"Aulus Primitivus" Yes
"Primitivus Anatolius" Yes
"Pompeius Caelius" Yes
"Maximus Justus" No
"Mucius Petilius" Yes
"Sextius Blasius" No
"Junius Marcus" No
"Cordius Naevius" No
"Octavenus Cilnius" Yes
"Cincinnatus Magnentius" No
"Maecilius Servius" Yes
"Salvidienus Gabinius" Yes
"Aelius Galerius" No
"Laberius Nasidienus" No
"Percennius Belisarius" Yes
"Caninius Duronius" No
"Nigidius Egnatius" No
"Fidius Regulus" Yes
"Agrippa Hilarianus" No
"Germanicus Salvidienus" No
"Geta Cestius" Yes
"Vitus Fidenas" No
"Pius Calventius" No
"Cloelius Foslius" No
"Decentius Flavius" No
"Numonius Valerius" No
"Marius Silanus" Yes
"Pius Murena" No
"Nerva Nigidius" No
"Rufinus Agrippa" Yes
"Granius Diocletian" No
"Crispus Titus" Yes
"Volumnius Probus" No
"Rutilius Fidenas" Yes
"Verus Cilnius" No
"Egnatuleius Camillius" No
"Draco Sextus" No
"Ovidius Gabinius" Yes
"Cosconius Tarquinius" Yes
"Marcus Porcius" Yes
"Sergius Crispinus" Yes
"Acilius Iuventius" No
"Paulinus Damasus" Yes
"Decentius Anatolius" Yes
"Maximus Valerius" Yes
"Caelius Festus" No
"Paelignus Aulus" No
"Silvius Varian" Yes
"Postumius Lacerius" Yes
"Cantilius Belisarius" No
"Pasidienus Rutilius" No
"Domitian Albinus" No
"Rutilius Egnatius" Yes
"Scribonius Decimus" Yes
"Julius Segulius" Yes
"Perperna Valens" No
"Laberius Icilius" No
"Domitius Ravillius" Yes
"Silius Menenius" No
"Licinius Octavenus" Yes
"Iulius Lartius" Yes
"Granius Foslius" No
"Calpurnius Fabrinius" No
"Rullianus Cicero" Yes
"Paulinus Decentius" Yes
"Longinius Gordian" Yes
"Modius Salvidienus" No
"Clodius Latinius" Yes
"Foslius Urbanus" Yes
"Nonius Murena" Yes
"Festus Cornelius" Yes
"Domitian Probus" No
"Domitian Eborius" No
"Statilius Pettius" Yes
"Didius Perperna" No
"Laronius Galerius" Yes
"Aulus Fulvius" No
"Egnatius Martialis" Yes
"Suetonius Gaius" Yes
"Livius Laronius" Yes
"Servilius Blasius" No
"Geta Damasus" No
"Mallius Cocceius" No
"Betilienus Sicinius" No
"Dacian Anatolius" No
"Cominius Amulius" No
"Germanicus Marius" Yes
"Minicius Ennius" No
"Nonius Cornificius" No
"Ofilius Magnentius" No
"Papinius Brennus" Yes
"Maxentius Catius" No
"Opellius Nasidienus" No
"Laecanius Fidenas" Yes
"Fabius Domitian" Yes
"Salvius Galerius" Yes
"Potitius Aurelianus" Yes
"Norbanus Sulpicius" No
"Vibius Furius" Yes
"Sergius Aquillius" Yes
"Urbanus Eborius" Yes
"Mallius Primitivus" Yes
"Maecilius Bonifacius" No
"Januarius Publius" Yes
"Balbinus Decimus" Yes
"Sextus Sornatius" No
"Maxentius Maximus" Yes
"Iuventius Florianus" Yes
"Semellius Flavius" Yes
"Seneca Icilius" No
"Geta Cassio" Yes
"Musonius Gracchus" No
"Porcius Numerius" Yes
"Domitian Pasidienus" Yes
"Blasius Papinius" No
"Tarquinius Menenius" No
"Varro Calventius" Yes
"Zeno Silanus" No
"Balbus Secundinius" No
"Volumnius Nautius" Yes
"Quintus Januarius" Yes
"Genucius Nigidius" No
"Hilarianus Cassianus" No
"Cato Persius" Yes
"Terentius Decimus" Yes
"Livius Damasus" No
"Sergian Opellius" Yes
"Fabrinius Balbinus" No
"Paconius Gaius" Yes
"Ennius Silius" No
"Semellius Curtius" No
"Nautius Matinius" No
"Fabrinius Vitus" No
"Sentius Matienus" No
"Cassio Herennius" Yes
"Ravillius Aulus" Yes
"Lucretius Primitivus" No
"Laurentius Papirius" No
"Coruncanius Donatus" No
"Pinarus Herennius" Yes
"Fabianus Paternus" Yes
"Sallustius Laelius" Yes
"Varro Laetorius" Yes
"Cilnius Rufius" Yes
"Menenius Iunius" No
"Matinius Persius" Yes
"Junius Maximian" Yes
"Pasidienus Segulius" Yes
"Avidius Sepullius" Yes
"Gabinius Hortensius" Yes
"Octavius Lollius" Yes
"Marcius Domitius" No
"Decimus Anatolius" No
"Avidius Maximian" No
"Bonifacius Minicius" Yes
"Urbicus Crispus" Yes
"Secundinius Cominius" Yes
"Acilius Diocletian" Yes
"Festus Ogulnius" No
"Pontidius Julius" No
"Pupius Belisarius" No
"Maximian Nasidius" Yes
"Decentius Nero" Yes
"Laurentius Nerva" No
"Octavius Primitivus" No
"Fulcinia Severian" No
"Maximus Semellius" Yes
"Secundinius Diocletian" No
"Minicius Probus" No
"Longinius Rebilus" No
"Donatus Semellius" No
"Cicereius Brennus" Yes
"Saturninus Salvius" Yes
"Caedicius Juvenalis" No
"Ofilius Potitius" No
"Sedatius Mescinius" No
"Galerius Gabinius" Yes
"Lamponius Sulpicius" No
"Juvenalis Catius" No
"Gracchus Publicius" Yes
"Pilus Pasidienus" Yes
"Cinna Burrienus" Yes
"Severus Paternus" Yes
"Balbinus Decimus" No
"Silanus Opellius" No
"Primitivus Caelius" No
"Nasidius Sicinius" Yes
"Lentulus Constantinus" No
"Marcus Brennus" No
"Perperna Stertinius" No
"Gallus Silanus" Yes
"Gaius Herennius" Yes
"Sicinius Gratian" No
"Cato Paternus" No
"Lucanus Laelius" Yes
"Albinius Nigidius" Yes
"Calpurnius Sergian" Yes
"Sestius Lartius" No
"Anatolius Sidonius" Yes
"Licinius Magnentius" Yes
"Galerius Paelignus" No
"Lucius Egnatuleius" No
"Pinarus Salvius" No
"Munatius Iunius" No
"Antonius Maximian" Yes
"Petreius Felix" Yes
"Celsus Marcius" No
"Calpurnius Ofilius" Yes
"Servilius Papirius" Yes
"Varian Ogulnius" No
"Salinator Sempronius" Yes
"Perperna Marcellus" Yes
"Laetorius Hirrus" No
"Pilus Orbilius" No
"Secundus Poppaedius" No
"Blossius Sedatius" No
"Pettius Valerius" No
"Petilius Zeno" Yes
"Blossius Manilius" No
"Sestius Tacitus" No
"Manilius Justus" Yes
"Cassianus Salvius" No
"Rebilus Menenius" No
"Zeno Publius" Yes
"Ingenuus Aquillius" Yes
"Julius Decimus" No
"Decimus Ostorius" Yes
"Vincentius Florianus" No
"Eutropius Sergius" No
"Ingenuus Norbanus" No
"Horatius Pomponius" Yes
"Donatus Plinius" No
"Paternus Nerva" Yes
"Nasidienus Anatolius" Yes
"Afranius Icilius" Yes
"Caecilius Numerius" Yes
"Atilius Plinius" Yes
"Octavenus Nonius" Yes
"Antonius Caninius" No
"Lucius Crispus" No
"Valens Tacitus" No
"Hilarianus Sornatius" Yes
"Nero Secundus" Yes
"Novellius Persius" Yes
"Brennus Cloelius" Yes
"Severus Fabianus" Yes
"Galerius Cilnius" No
"Hortensius Considius" No
"Musonius Sergius" Yes
"Aemilius Duronius" Yes
"Ingenuus Nasidius" Yes
"Burrienus Januarius" No
"Pilus Decentius" Yes
"Laberius Icilius" No
"Semellius Cantilius" Yes
"Clodius Domitius" No
"Clodius Herennius" No
"Tacitus Latinius" Yes
"Rufrius Pilus" No
"Juvenalis Sertorius" No
"Cincinnatus Laetorius" Yes
"Ovidius Flaccus" No
"Pettius Cosconius" No
"Geta Appius" Yes
"Sornatius Paternus" No
"Terentius Appius" No
"Genucius Titus" Yes
"Mucius Vitalis" No
"Laecanius Sextius" Yes
"Decimus Celsus" No
"Considius Iulius" No
"Martialis Papinius" No
"Didius Nazarius" Yes
"Murena Hadrian" No
"Tertius Regulus" Yes
"Servius Licinius" No
"Gnaeus Quirinius" No
"Furius Calpurnius" No
"Maecilius Gracchus" Yes
"Blossius Albinus" Yes
"Silvius Fannius" No
"Iunius Sallustius" Yes
"Nonius Stertinius" No
"Iulius Nasennius" No
"Hadrian Laronius" No
"Iuventius Crispus" No
"Cocceius Cocceius" Yes
"Gabinius Gaius" Yes
"Curtius Urbicus" Yes
"Avidius Caesennius" No
"Celsus Cosconius" Yes
"Maecilius Probus" Yes
"Marcellus Hostilius" Yes
"Horatius Sornatius" No
"Modius Junius" Yes
"Castorius Catilius" No
"Baebius Germanicus" No
"Calventius Gracchus" Yes
"Orbilius Betilienus" No
"Octavius Opimius" No
"Felix Sallustius" Yes
"Decentius Cicereius" Yes
"Albinus Paelignus" Yes
"Zeno Icilius" Yes
"Appius Florianus" No
"Paulinus Hirrus" Yes
"Marcius Rebilus" No
"Lartius Fabianus" Yes
"Avidius Statilius" Yes
"Lentulus Catius" No
"Draco Maximian" Yes
"Aurelianus Gracchus" Yes
"Cassius Placidus" No
"Salvidienus Secundus" Yes
"Acilius Ninnius" No
"Cispius Sempronius" No
"Calventius Porcius" No
"Poppaedius Agrippa" No
"Crispus Octavenus" Yes
"Gordian Caedicius" No
"Vespasian Florianus" Yes
"Decimus Cordius" No
"Camillius Laetorius" No
"Volumnius Icilius" No
"Cocceius Valerius" Yes
"Opimius Foslius" Yes
"Mescinius Eutropius" Yes
"Fulvius Rufius" No
"Rullianus Clodius" Yes
"Fidius Nerva" Yes
"Cloelius Camillus" Yes
"Claudius Aulus" Yes
"Granius Donatus" No
"Fulvius Nasidienus" Yes
"Vitus Bonifacius" No
"Numitorius Fulvius" Yes
"Pontidius Valens" No
"Lamponius Numerius" No
"Suetonius Saturninus" No
"Semellius Rufius" Yes
"Gallus Verus" Yes
"Decimus Musonius" No
"Cantilius Hordeonius" Yes
"Foslius Fundanus" Yes
"Sextius Horatius" Yes
"Horatius Honorius" No
"Crispus Zeno" Yes
"Octavenus Sittius" Yes
"Clodius Salvius" No
"Rabirius Sergius" Yes
"Candidus Segulius" No
"Publicius Publicius" Yes
"Laberius Camillus" No
"Duronius Vespasian" Yes
"Maximus Gallus" No
"Rabirius Pompeius" No
"Cinna Nerva" No
"Vespasian Vibius" No
"Mallius Constantinus" No
"Cinna Salinator" No
"Pilus Burrienus" Yes
"Amulius Ogulnius" Yes
"Varro Caelian" Yes
"Ovidius Gallus" Yes
"Paulinus Blossius" Yes
"Sepullius Nazarius" No
"Cassio Lucretius" Yes
"Lucretius Sergian" No
"Afranius Primitivus" No
"Lucanus Cinna" No
"Messalla Novellius" No
"Oppius Messalla" No
"Anatolius Pettius" No
"Donatus Constantinus" No
"Silius Sittius" No
"Blaesus Cassio" Yes
"Caedicius Urbanus" No
"Paternus Silanus" Yes
"Decimus Florianus" No
"Probus Baebius" Yes
"Afranius Sentius" No
"Quirinius Probus" Yes
"Secundinius Nasennius" No
"Mallius Lamponius" No
"Gratian Vibius" No
"Rebilus Rufinus" Yes
"Novellius Octavenus" Yes
"Urbanus Cordius" No
"Pompeius Sextius" Yes
"Iulius Petreius" No
"Hilarianus Martialis" No
"Sestius Nazarius" Yes
"Rufrius Nero" Yes
"Coruncanius Decimus" No
"Cincinnatus Pedius" Yes
"Rufrius Lartius" No
"Tertius Titus" No
"Hilarianus Caninius" Yes
"Fabianus Camillus" Yes
"Cethegus Iuventius" No
"Urbicus Cantilius" Yes
"Junius Varro" Yes
"Verecundus Hostius" Yes
"Messalla Burrienus" No
"Paconius Rebilus" Yes
"Varro Agrippa" No
"Fabius Blasius" Yes
"Hortensius Vitalis" Yes
"Lacerius Sergius" Yes
"Lucius Hadrian" No
"Ninnius Sicinius" Yes
"Severian Tarquinius" Yes
"Laberius Marian" No
"Amulius Galerius" No
"Cyprian Eborius" Yes
"Volumnius Valens" No
"Cyprian Opimius" No
"Verecundus Draco" No
"Egnatius Salvian" No
"Albinus Amulius" Yes
"Aquillius Munatius" No
"Cantilius Murena" No
"Quintus Blasius" Yes
"Decentius Zeno" Yes
"Servilius Caelian" Yes
"Camillius Cocceius" Yes
"Sallustius Aquillius" No
"Opellius Rebilus" Yes
"Fannius Ovidius" Yes
"Donatus Iuventius" No
"Severus Fulvius" Yes
"Tertius Marius" Yes
"Numerius Justus" Yes
"Cordius Icilius" Yes
"Gabinius Sornatius" Yes
"Marcus Varian" Yes
"Marius Octavius" No
"Drusus Curtius" Yes
"Genucius Foslius" Yes
"Salvidienus Julius" Yes
"Cassio Numicius" No
"Manilius Paternus" No
"Gracchus Pupius" Yes
"Fulcinia Galerius" Yes
"Sergian Gracchus" No
"Potitius Caedicius" Yes
"Ravillius Ovidius" Yes
"Placidus Gaius" No
"Saturninus Nero" Yes
"Fundanus Balbus" Yes
"Fidenas Blasius" No
"Mucius Herennius" No
"Crispus Percennius" Yes
"Laetorius Cloelius" Yes
"Latinius Cosconius" Yes
"Numerius Celsus" No
"Hortensius Nigidius" Yes
"Hordeonius Musonius" No
"Sextus Pettius" Yes
"Blasius Festinius" Yes
"Numonius Duronius" No
"Numonius Cicereius" Yes
"Tacitus Calventius" Yes
"Lartius Valentinian" Yes
"Aurelianus Caedicius" Yes
"Florianus Urbanus" No
"Florianus Decentius" No
"Cincinnatus Junius" Yes
"Catius Pomponius" Yes
"Belisarius Perperna" Yes
"Ofilius Maecilius" Yes
"Antonius Sergius" Yes
"Egnatuleius Didius" No
"Aelius Festinius" No
"Quintus Ollius" No
"Marian Appius" No
"Cocceius Aelius" No
"Fidius Appius" Yes
"Catilius Modius" No
"Pomponius Fabius" Yes
"Candidus Cicereius" Yes
"Numonius Geminius" No
"Mallius Norbanus" No
"Horatius Hordeonius" Yes
"Burrienus Amulius" Yes
"Licinius Blaesus" No
